detailed_industry,soi_industry,business_receipts,remainder,use_total_receipts,weight
Cement_Manufacturing,Nonmetallic mineral product manufacturing,90717402,NA,NA,NA
Other_Nonmetalic_Mineral_Products_Manufacturing,Nonmetallic mineral product manufacturing,90717402,NA,NA,NA
Primary_Ferrous_Metal_Manufacturing,Primary metal manufacturing,250199326,NA,NA,NA
Primary_Nonferrous_Metal_Manufacturing,Primary metal manufacturing,250199326,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,Fabricated metal product manufacturing,215723859,NA,NA,NA
Machinery_Manufacturing,Machinery manufacturing,348289909,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Computer and electronic product manufacturing,625401502,NA,NA,NA
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing","Electrical equipment, appliance, and component manufacturing",235663676,NA,NA,NA
Motor_Vehicle_and_Parts_Manufacturing,Transportation equipment manufacturing,786859895,NA,NA,NA
Ships_and_Boats_Manufacturing,Transportation equipment manufacturing,786859895,NA,NA,NA
Other_Transportation_Equipment_Manufacturing,Transportation equipment manufacturing,786859895,NA,NA,NA
Furniture_and_Related_Products_Manufacturing,Furniture and related product manufacturing,40356075,NA,NA,NA
Medical_and_Dental_Supplies_Manufacturing,Miscellaneous manufacturing,196657381,NA,NA,NA
Other_Miscellaneous_Manufacturing,Miscellaneous manufacturing,196657381,NA,NA,NA
Wholesale_Durable_Goods,Durable goods,1161527602,NA,NA,NA
Wholesale_Nondurable_Goods,Nondurable goods,1479933221,NA,NA,NA
Motor_Vehicle_and_Parts_Dealers,Motor vehicle dealers and parts dealers,233674703,NA,NA,NA
Other_Non_Gas_Stations_Retail,Furniture and home furnishings stores,45881242,NA,NA,NA
Other_Non_Gas_Stations_Retail,Electronics and appliance stores,84148731,NA,NA,NA
Other_Non_Gas_Stations_Retail,Building material and garden equipment and supplies dealers,161453200,NA,NA,NA
Food_and_Beverages_Stores,"Food, beverage and liquor stores",365673415,NA,NA,NA
Other_Non_Gas_Stations_Retail,Health and personal care stores,255241976,NA,NA,NA
Gas_Stations,Gasoline stations,103466901,NA,NA,NA
Other_Non_Gas_Stations_Retail,Clothing and clothing accessories stores,160269054,NA,NA,NA
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",59517705,NA,NA,NA
General_Merchandise_Stores,General merchandise stores,603324243,NA,NA,NA
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,77072169,NA,NA,NA
Other_Non_Gas_Stations_Retail,Nonstore retailers,112289165,NA,NA,NA
Air_Transportation,"Air, rail, and water transportation",250267142,NA,NA,NA
Rail_Transportation,"Air, rail, and water transportation",250267142,NA,NA,NA
Water_Transportation,"Air, rail, and water transportation",250267142,NA,NA,NA
Truck_Transportation,Truck transportation,121517572,NA,NA,NA
Transit_and_Ground_Passenger_Transportation,Transit and ground passenger transportation,14655099,NA,NA,NA
Pipeline_Transportation,Pipeline transportation,10034133,NA,NA,NA
Other_Transportation_and_Support_Activities,Other transportation and support activities,179327498,NA,NA,NA
Warehousing_and_Storage,Warehousing and storage,11849640,NA,NA,NA
Publishing_Industries_(Except_Internet),Publishing industries (except Internet),212224378,NA,NA,NA
Movie_Theaters,Motion picture and sound recording industries,62846118,NA,NA,NA
Other_Motion_Picture_and_Sound_Recording,Motion picture and sound recording industries,62846118,NA,NA,NA
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except Internet),108425346,NA,NA,NA
Telephone_Communication,"Telecommunications (including paging, cellular, satellite, cable, etc.)",437551917,NA,NA,NA
Cable_Television,"Telecommunications (including paging, cellular, satellite, cable, etc.)",437551917,NA,NA,NA
Other_Telecommunication,"Telecommunications (including paging, cellular, satellite, cable, etc.)",437551917,NA,NA,NA
Information_and_Data_Processing,"Internet service providers, web search portals, and data processing services",34996323,NA,NA,NA
Information_and_Data_Processing,Other information services,35530975,NA,NA,NA
Depository_Credit_Intermediation,Credit intermediation,112482410,NA,NA,NA
Other_Intermediation,Credit intermediation,112482410,NA,NA,NA
Nondepository_Credit_Intermediation,Credit intermediation,112482410,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity contracts, other financial investments, and related activities",146037772,NA,NA,NA
Insurance_Carriers,Insurance carriers and related activities,1598940006,NA,NA,NA
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance carriers and related activities,1598940006,NA,NA,NA
"Funds,_Trusts,_and_Other_Financial_Vehicles_","Funds, trusts, and other financial vehicles",814722,NA,NA,NA
Real_Estate,Real estate,55277008,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Rental and leasing services,82252230,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Lessors of nonfinancial intangible assets (except copyrighted works),2220587,NA,NA,NA
Legal_Services,"Professional, scientific, and technical services",598234735,NA,NA,NA
Computer_Systems_Design_and_Related_Services,"Professional, scientific, and technical services",598234735,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Professional, scientific, and technical services",598234735,NA,NA,NA
Management_Of_Companies_and_Enterprises,Management of companies (holding companies),164127071,NA,NA,NA
Administrative_and_Support_Services,Administrative and support services,233241824,NA,NA,NA
Waste_Management_and_Remediation_Services,Waste management and remediation services,41317854,NA,NA,NA
Educational_Services,Educational services,28306784,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of health practitioners and outpatient care centers,217217005,NA,NA,NA
Social_Assistance,Miscellaneous health care and social assistance,61229122,NA,NA,NA
Hospitals,"Hospitals, nursing, and residential care facilities",95926761,NA,NA,NA
Nursing_and_Residential_Care_Facilities,"Hospitals, nursing, and residential care facilities",95926761,NA,NA,NA
"Independent_Artists,_Writers,_and_Performers","Other arts, entertainment, and recreation",19164274,NA,NA,NA
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Other arts, entertainment, and recreation",19164274,NA,NA,NA
Amusement_Parks,"Amusement, gambling, and recreation industries",25974423,NA,NA,NA
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",25974423,NA,NA,NA
Other_Recreation_Services,"Amusement, gambling, and recreation industries",25974423,NA,NA,NA
Accomodation,Accommodation,72185222,NA,NA,NA
Food_Services_and_Drinking_Places,Food services and drinking places,179444761,NA,NA,NA
Other_Services_(Except_Public_Administration),Other services,81609928,NA,NA,NA
